,score,i,j
741,0.7731481481481481,3,31
742,0.7685185185185185,3,33
743,0.7407407407407407,3,35
744,0.7222222222222222,3,37
745,0.7731481481481481,3,39
746,0.75,3,41
747,0.7916666666666666,3,43
748,0.7407407407407407,3,45
749,0.7638888888888888,3,47
750,0.7777777777777778,3,49
751,0.7546296296296297,3,51
752,0.8055555555555556,3,53
753,0.7824074074074074,3,55
754,0.7777777777777778,3,57
755,0.8287037037037037,3,59
756,0.6435185185185185,4,5
757,0.5740740740740741,4,7
758,0.5972222222222222,4,9
759,0.5694444444444444,4,11
760,0.5972222222222222,4,13
761,0.6203703703703703,4,15
762,0.7175925925925926,4,17
763,0.6759259259259259,4,19
764,0.7314814814814815,4,21
765,0.7592592592592593,4,23
766,0.7407407407407407,4,25
767,0.7592592592592593,4,27
768,0.7685185185185185,4,29
769,0.7916666666666666,4,31
770,0.7824074074074074,4,33
771,0.7870370370370371,4,35
772,0.8101851851851852,4,37
773,0.8472222222222222,4,39
774,0.8194444444444444,4,41
775,0.8148148148148148,4,43
776,0.7592592592592593,4,45
777,0.7916666666666666,4,47
778,0.8148148148148148,4,49
779,0.8379629629629629,4,51
780,0.8240740740740741,4,53
781,0.8287037037037037,4,55
782,0.7870370370370371,4,57
783,0.8194444444444444,4,59
784,0.44907407407407407,5,5
785,0.6018518518518519,5,7
786,0.5925925925925926,5,9
787,0.6666666666666666,5,11
788,0.7962962962962963,5,13
789,0.7037037037037037,5,15
790,0.7731481481481481,5,17
791,0.7407407407407407,5,19
792,0.6990740740740741,5,21
793,0.7453703703703703,5,23
794,0.7962962962962963,5,25
795,0.7453703703703703,5,27
796,0.7916666666666666,5,29
797,0.7731481481481481,5,31
798,0.8009259259259259,5,33
799,0.8287037037037037,5,35
800,0.8148148148148148,5,37
801,0.8055555555555556,5,39
802,0.8333333333333334,5,41
803,0.8240740740740741,5,43
804,0.8148148148148148,5,45
805,0.8148148148148148,5,47
806,0.8472222222222222,5,49
807,0.8518518518518519,5,51
808,0.8194444444444444,5,53
809,0.8333333333333334,5,55
810,0.8379629629629629,5,57
811,0.8379629629629629,5,59
812,0.6157407407407407,6,5
